ch0,ch1,ch2,ch3
0.00030471707975443133,-0.00044606937845883377,2.5262831098390486e-05,0.0008467362441910651
-0.0010399841062404957,0.0009801908716718219,0.0005426763465603288,0.0007389459041234468
0.0007504511958064573,0.00028117316564347947,-1.4334004511910938e-05,0.0005375298281939437
0.0009405647163912139,-0.0006975572065963081,0.0009739963377594865,7.358911101947667e-05
-0.0019510351886538365,-0.0008659398838322859,-0.00046193518926702996,-0.0005243766669379844
-0.001302179506862318,-0.0016474962990474388,-0.0013283952054631096,-0.0008149693066660209
0.0001278404031672854,0.0002907331778668224,0.00197697536811318,0.0012899055267616704
-0.0003162425923435822,-0.0003545875472513581,-0.0006046337365424463,0.0007648042717265899
-1.6801157504288797e-05,-0.0023721955280635145,-0.0005684420837177473,-0.0006933042272004243
-0.0008530439275735801,-0.0005357148727694001,-6.580332107218435e-05,3.9831768223134465e-05
0.0008793979748628286,-0.0009010340292549521,6.718110965398117e-05,-0.0003001150929850133
0.0007777919354289483,0.0015756775921706603,-0.00038668364248828287,-0.0011282107057057503
6.603069756121604e-05,-0.0017027786118933097,-1.7433896949009038e-05,0.0001776513766213024
0.001127241206968033,-0.0014413507997340538,-3.976223142817396e-05,-0.0004154926642391958
0.0004675093422520456,0.0011099696431057,0.00017481932702080697,-0.0009525366662956855
-0.0008592924628832382,0.001356763157463963,-0.002357487458987316,-0.001479132554141762
0.00036875078408249884,-0.0007449829387256415,0.0018808763070078493,-0.0015638035002056713
-0.000958882600828999,-0.000632085822808911,-0.00014728831353455753,-0.00037142612769463953
0.0008784503013072726,0.0006162353965533129,0.0005806226194469854,-8.509497042491563e-05
-4.99259109862529e-05,-0.00232709979694531,-0.0013781013415340242,-0.0008753008101623161
-0.00018486236354526057,-0.001861193684505556,-0.0004710002612492502,0.0006507394276572277
-0.0006809295444039413,-0.00028073340085071186,-0.0006723158663204145,-6.554654178296234e-05
0.0012225413386740302,0.001549890566129126,0.0014697237645085453,0.0005768853105986502
-0.00015452948206880215,-0.0004357300881667396,-0.0005858136068358828,-0.0001829107901877078
-0.00042832782216310723,0.00010093679173515462,0.0007580799869400913,-0.0007871176352071059
-0.00035213355048822957,0.001133789272564012,-0.0006504204526731951,0.00011411757113861393
0.0005323091855533487,0.0021068847332781464,-0.0004526189396539441,-0.0012626745120183226
0.00036544406436407834,-0.0005768484731483126,-0.00024555016520068595,0.0005394385206366479
0.0004127326115959884,-1.6836723733426056e-05,0.0012838451268293004,-0.0009371492065131337
0.00043082100300788275,0.0018220552213428424,-0.0018898526590301187,0.000918232526533449
0.0021416476008704615,-0.0015221992751914284,-0.0013156635552744327,-0.0003384557462419147
-0.0004064150163846156,0.0010275810705538217,-0.0019473051656898168,0.001062533516309917
-0.0005122427290715374,-0.0010183155323612583,-0.0010875021197614503,-0.0011226231885883154
-0.0008137727282478777,0.00010247236710315673,-0.0008116000511921072,-0.0006777697007288204
0.0006159794225754957,-0.00024261904740027426,-0.001614481254090389,0.0003809349468485706
0.0011289722927208916,-0.0009580116007012293,-0.000734147746614669,0.0011704970934267552
-0.00011394745765487508,-0.0009831019276582752,-0.002014714480933415,0.0016666089083149224
-0.0008401564769625281,0.0002764143642537545,-0.0010179887237676813,4.136616368087278e-05
-0.0008244812156912396,0.000995539328162682,0.0012004203999102007,0.001837745630786756
0.0006505927878247011,-0.00012973620318850322,0.00040358807028110285,-0.00028966454982543054
0.0007432541712034423,7.011315873321637e-05,0.0001874676721725277,0.0010987676223629726
0.000543154268305195,0.0005711740662910472,-0.0010027785562791145,-0.0009421809969593053
-0.0006655097072886943,-0.0009716187730129599,-0.0015360849590447241,0.00042020050686325424
0.00023216132306671977,0.000739692508412923,-0.0011391560755342808,-0.0023416930408564456
0.00011668580914072823,0.000819343097059747,-4.3209826896014984e-05,-0.001121591011653124
0.00021868859672901294,0.00260362629875041,0.0008681767797266683,0.00046667679808076485
0.0008714287779481899,-0.00037610419055958226,0.0009023674171353205,-0.0013124388522005234
0.00022359554877468226,-0.00045808180166812765,0.000630612362483333,0.00042694961078918467
0.0006789135630718948,0.0007689658715737455,-0.0007375568640679443,0.0009064581208123634
6.757906948889146e-05,0.0008191041689121384,2.4549832403988035e-05,-0.0005013201927182782
0.00028911939868998414,-0.000535087153376712,-0.0003213425300372459,-0.000968952955674198
0.0006312882258385404,-0.0004031626769300489,-0.00020118976349475028,-0.0004741866158547388
-0.0014571558198556666,0.0005411308382180405,0.002037127896959813,-0.0009658123191841855
-0.0003196712163573013,-0.0008275842407346614,-0.0017620002370036126,-0.00010121355801591767
-0.0004703726542927955,-0.0004105339880150149,-0.00023467681592226087,0.00010209062488808177
-0.0006388778482433419,8.959276736843464e-05,0.0012117489071961566,-0.00030601012309680874
-0.00027514225122668375,0.0009959386848222582,-0.0014658914950335382,0.0016743592401868217
0.001494941311234396,-0.0006045986161795408,-0.0006437474252662505,-0.0007194038196869753
-0.0008658311156932432,-0.001842384462030672,-0.0005290384975676396,0.0013914331792553123
0.0009682783545914808,-0.001916597467518211,-0.00022328972205398452,-0.0010412392363121138
-0.0016828697716158047,-0.0012594130667061335,-0.0015959571596062172,7.277756994154895e-05
-0.00033488502998577487,-0.0013131677181999373,0.0005952860603380395,0.0011831054085480696
0.0001627530651050056,-0.00015461075861990904,0.0006662872825131441,0.001131357152253318
0.0005862223313592782,-0.0011888801535976051,0.0005083753250179477,-0.0004202578977002351
0.000711226579792855,-0.0007027549598212041,-0.0008703736742910814,0.000555069720071345
0.0007933472351999252,-0.0007740858849820498,8.651079078729513e-05,0.0004211790836642261
-0.00034872507224843757,-0.00044050786084799345,-0.0008994402395690875,-0.0005399391785927399
-0.0004623517926645672,0.0013225043315231225,-0.0003325966607715127,0.0006159499371480743
0.0008579758812571539,0.0006619475894305167,0.002153467927170878,0.0018624921720523727
-0.0001913043248816149,1.6129415276003873e-05,9.569537759625598e-05,0.00047170066506263065
-0.0012756863233379218,-0.00046102628058083815,-0.0011875265759871735,0.0005663563790706709
-0.0011332872140034807,-0.0004332326566230212,0.00018033534066391385,0.0006721549782007075
-0.0009194522860016114,0.0003277464699519495,-0.0013517959260633096,-0.0014609766073551405
0.0004971607440537641,0.0005841690733522902,-0.0011990103925150117,0.00046022467320628885
0.00014242573607056524,-0.0009076175061006004,-0.001041123135948791,-0.0010167595748385274
0.0006904853540677683,3.648075561423148e-05,-0.0004443094521956835,-0.0005898869406977998
-0.00042725264633653424,-0.002031619568663027,0.0009369689955892016,0.002161941781188503
0.00015853969107671424,0.00021171378417059704,0.0005783981980168391,-0.00025326160965881
0.0006255903939673367,0.0007621492419586861,0.0005229953282473284,-0.0007401741042942272
-0.0003093465397202384,-0.0002800686268808754,-0.0010989245655905425,0.0011525825789013922
0.00045677523755741144,0.0018165269961401055,-0.0005413143554356487,-0.0009476770028423769
